dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,archiveMass_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,archiveMass_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_004,WREF_004.basePlot.cfc,distributed,9Q2HJihgWLVDyhjFDcAbUZsHVivKkAqBvgOEgUIVp3o=,A00000106134,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_004,WREF_004.basePlot.cfc,distributed,9Q2HJihgWLVbGtqv803DNAkoWE06YROgCfnLLXR42DM=,A00000426999,1,9.59,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_004,WREF_004.basePlot.cfc,distributed,9Q2HJihgWLWjw1L1IxxcQV542JOBHHKtj7mb3SHkXCY=,A00000427039,1,8.9,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_004,WREF_004.basePlot.cfc,distributed,9Q2HJihgWLXulDXtPAQqU+spVA5oSIpplfz89UFtLO8=,A00000106149,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_009,WREF_009.basePlot.cfc,distributed,9Q2HJihgWLU+zHhLO4n/buJ1tsziKC4gGlMiA6qzAJQ=,A00000060549,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_009,WREF_009.basePlot.cfc,distributed,9Q2HJihgWLVPUcPAGHYpnxq/dWbJNcijV8v6ujYy1Zw=,A00000060533,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_009,WREF_009.basePlot.cfc,distributed,9Q2HJihgWLW8O1cZfFFY1+PfCfsUXybB3O3RCc9fFzE=,A00000427000,1,8.76,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_009,WREF_009.basePlot.cfc,distributed,9Q2HJihgWLW8O1cZfFFY1xiiRxZiYnXQUEdiYd1+5IU=,A00000106130,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_009,WREF_009.basePlot.cfc,distributed,9Q2HJihgWLX7HI726ReC5+f/7EpnvXEKOz4N8mhAZtk=,A00000426994,1,5.57,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_009,WREF_009.basePlot.cfc,distributed,9Q2HJihgWLX7HI726ReC504kw53qQgxiKDUfAfE+Xuo=,A00000060534,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_011,WREF_011.basePlot.cfc,distributed,9Q2HJihgWLWUa7EMozParg32jEK1NvglyvbJB70q8L4=,A00000427038,1,7.01,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_011,WREF_011.basePlot.cfc,distributed,9Q2HJihgWLWUa7EMozParjkvVSb4vTvD7gZJ/iZe/kY=,A00000106147,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_011,WREF_011.basePlot.cfc,distributed,9Q2HJihgWLWUa7EMozParqhs1ZKyxx28j9LrgRlWeRQ=,A00000427032,1,2.78,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_012,WREF_012.basePlot.cfc,distributed,9Q2HJihgWLXkj3CD16Qz2/TrmCmYB8mXosqMsMsRXZs=,A00000060532,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_013,WREF_013.basePlot.cfc,distributed,9Q2HJihgWLUm8bZtPMej2DJ4q6oZTNdRyFGJhvFS6+g=,A00000426997,1,6.87,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_013,WREF_013.basePlot.cfc,distributed,9Q2HJihgWLUm8bZtPMej2ND1YW1ovrmJcW1NuDS7rDw=,A00000106131,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_013,WREF_013.basePlot.cfc,distributed,9Q2HJihgWLV3tU3ISqaz1X2I/dQ4DF1dMqBoTBGp/3o=,A00000427014,1,10.17,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_013,WREF_013.basePlot.cfc,distributed,9Q2HJihgWLV3tU3ISqaz1cXNwO/83f9VTKIncYg9PRk=,A00000106151,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_013,WREF_013.basePlot.cfc,distributed,9Q2HJihgWLWkHPspd2p3ni20MnqY+pcyzL/PhXEoh+E=,A00000427013,1,9.51,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_015,WREF_015.basePlot.cfc,distributed,9Q2HJihgWLUOdesmpw+IQHeDR0d65YAWx/jgUctIfXA=,A00000427008,1,1.95,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_015,WREF_015.basePlot.cfc,distributed,9Q2HJihgWLUOdesmpw+IQI7ICVqEI5YkYqA6hTZWAvs=,A00000106133,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_015,WREF_015.basePlot.cfc,distributed,9Q2HJihgWLUOdesmpw+IQKnxZAzEWiT/LQcY0ydS+C8=,A00000427022,1,1.81,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_015,WREF_015.basePlot.cfc,distributed,9Q2HJihgWLUR5wb3Dgvw3w8k3vzW4MJ/t7+BQ0tbbhM=,A00000106150,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_016,WREF_016.basePlot.cfc,distributed,9Q2HJihgWLVoqw+4VopyFRhK+n9jwdbof07gQkt0W40=,A00000106132,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_016,WREF_016.basePlot.cfc,distributed,9Q2HJihgWLVoqw+4VopyFew9wVgoVTbbTCVUi3ly530=,A00000427007,1,1.88,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_016,WREF_016.basePlot.cfc,distributed,9Q2HJihgWLWri5SGwBhyzwJh6tC8RM9VFTt5/11swDI=,A00000106148,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_016,WREF_016.basePlot.cfc,distributed,9Q2HJihgWLWri5SGwBhyzwl+WrIXuim4+uxSpDUqRrI=,A00000427031,1,3.47,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_019,WREF_019.basePlot.cfc,distributed,9Q2HJihgWLVIJ+D+b/OvLzkLgQGx0jij/xPYgL9hJ0Q=,A00000060550,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_019,WREF_019.basePlot.cfc,distributed,9Q2HJihgWLVbcGqJFA9Ry0ENZVgOkZkix8WwKI32nrA=,A00000060546,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_019,WREF_019.basePlot.cfc,distributed,9Q2HJihgWLWfapWu+P0gf9pD5JP2c/YKsBpzlXkG0Cc=,A00000060548,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_075,WREF_075.basePlot.cfc,tower,9Q2HJihgWLUaLcTD0XpP7NKBEjhGT9YCcFtbPyGdse8=,A00000060527,1,NA,2019,2019,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_077,WREF_077.basePlot.cfc,tower,9Q2HJihgWLUuLYanB8dyJkqMF+OeVHQJpEYCXOU4by8=,A00000427009,1,2.4,2023,2023,gram,NA,NA
DP1.10026.001,WREF,cfc_chemistrySubsampling,"2019,2023",WREF,WREF_077,WREF_077.basePlot.cfc,tower,9Q2HJihgWLXCdqQchroUS1kHYfimdhETXwew1HGxgqk=,A00000427023,1,2.29,2023,2023,gram,NA,NA
