dpID,site,year,table
DP1.10026.001,GUAN,2018,categoricalCodes_10026
DP1.10026.001,GUAN,2018,cfc_carbonNitrogen
DP1.10026.001,GUAN,2018,cfc_chemistrySubsampling
DP1.10026.001,GUAN,2018,cfc_chlorophyll
DP1.10026.001,GUAN,2018,cfc_elements
DP1.10026.001,GUAN,2018,cfc_fieldData
DP1.10026.001,GUAN,2018,cfc_lignin
DP1.10026.001,GUAN,2018,cfc_LMA
DP1.10026.001,GUAN,2018,citation_10026_RELEASE-2026
DP1.10026.001,GUAN,2018,issueLog_10026
DP1.10026.001,GUAN,2018,readme_10026
DP1.10026.001,GUAN,2018,validation_10026
DP1.10026.001,GUAN,2018,variables_10026
DP1.10026.001,GUAN,2022,categoricalCodes_10026
DP1.10026.001,GUAN,2022,cfc_carbonNitrogen
DP1.10026.001,GUAN,2022,cfc_chemistrySubsampling
DP1.10026.001,GUAN,2022,cfc_chlorophyll
DP1.10026.001,GUAN,2022,cfc_elements
DP1.10026.001,GUAN,2022,cfc_fieldData
DP1.10026.001,GUAN,2022,cfc_lignin
DP1.10026.001,GUAN,2022,cfc_LMA
DP1.10026.001,GUAN,2022,cfc_shapefile
DP1.10026.001,GUAN,2022,citation_10026_RELEASE-2026
DP1.10026.001,GUAN,2022,issueLog_10026
DP1.10026.001,GUAN,2022,readme_10026
DP1.10026.001,GUAN,2022,validation_10026
DP1.10026.001,GUAN,2022,variables_10026
