dpID,site,table,years_available_averaged,siteID,plotID,namedLocation,plotType,sampleID,sampleCode,n_raw_records,d15N_mean_2018_2024,d13C_mean_2018_2024,nitrogenPercent_mean_2018_2024,carbonPercent_mean_2018_2024,CNratio_mean_2018_2024,analyticalRepNumber_mean_2018_2024,year_download_mean_2018_2024,collectYear_mean_2018_2024,d15N_mean_2018_2024_unit,d13C_mean_2018_2024_unit,nitrogenPercent_mean_2018_2024_unit,carbonPercent_mean_2018_2024_unit,CNratio_mean_2018_2024_unit,analyticalRepNumber_mean_2018_2024_unit,year_download_mean_2018_2024_unit,collectYear_mean_2018_2024_unit
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_001,KONZ_001.basePlot.cfc,distributed,Cekj+eelgP+FtsCbsa7Fx9aIsCCt7w3+Ls1hd8MkGwk=,A00000319929,1,-3.4,-15.8,1.83,44.71,24.5,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_002,KONZ_002.basePlot.cfc,distributed,Cekj+eelgP9EQU0Al2SAyA7rOr58l0LehYPCzt3n39U=,A00000319927,1,-3,-20.8,1.74,44.23,25.4,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_003,KONZ_003.basePlot.cfc,distributed,Cekj+eelgP9s9pDMbarmFzCooO2LsFc0hhLqLCW6PYE=,A00000319922,1,-1.5,-20.9,1.96,44.22,22.6,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_004,KONZ_004.basePlot.cfc,distributed,Cekj+eelgP8HxmkpxRAwFoz5OS4NSzFMD14NneG/O6M=,A00000319925,1,-3.6,-18.1,1.26,43.85,34.9,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_005,KONZ_005.basePlot.cfc,distributed,Cekj+eelgP8uS0GdYPFp5BkOkyNHcTM1yCOXq3P0Gec=,A00000319940,2,-0.35,-24.55,2.48,44.57,18,1.5,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_006,KONZ_006.basePlot.cfc,distributed,Cekj+eelgP+cMuvhPkH2BQNlxZxjUdkHtaHXauXrAdQ=,A00000319934,1,-3.9,-14.1,2.1,43.68,20.8,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_007,KONZ_007.basePlot.cfc,distributed,Cekj+eelgP8hUU9GdNe5XW9OYG5OJKCuU431HDG4yeE=,A00000319938,2,-2.1500000000000004,-19,1.22,43.435,35.599999999999994,1.5,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_008,KONZ_008.basePlot.cfc,distributed,Cekj+eelgP8/q2AoGGZ6ckfLQbXG/kI+2YD3xVd2rk4=,A00000319935,1,-2.5,-15.5,1.37,44,32.1,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_009,KONZ_009.basePlot.cfc,distributed,Cekj+eelgP9Fy+DOcsp9U/990fgyQRDR9+CUP/Y7Dwg=,A00000319930,1,-4,-16.5,1.62,44.84,27.6,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_010,KONZ_010.basePlot.cfc,distributed,Cekj+eelgP/O8PU4swAXHJ+XKq1FUBWH0c8aiH/+X/w=,A00000319932,1,-1.4,-16.6,1.03,42.19,40.8,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_011,KONZ_011.basePlot.cfc,distributed,Cekj+eelgP/sGcPrqr9Pzpo1lrtVb9zTy62sY/VohfM=,A00000319928,1,-4,-16.4,1.39,44.63,32.1,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
DP1.10026.001,KONZ,cfc_carbonNitrogen,2022,KONZ,KONZ_012,KONZ_012.basePlot.cfc,distributed,Cekj+eelgP8BVlPglPP6672fYWsKGYA/B9GuuHE9/Zg=,A00000319933,1,-2,-19,1.68,44.26,26.4,1,2022,2022,permill,permill,percent,percent,NA,number,NA,NA
